dataset,row_index,compound,casrn,feature,issue_type,issue_detail,action,action_reason_code
NA,1374,AMMONIUM CHLORIDE,"""12125-02-9""",hhb_cosm_kj_kmol,NULL,null value,IMPUTED_TO_9.7871415,HHB_IMPUTE_CLASS_MEDIAN
NA,1444,MONOPALMITIN,"""542-44-9""",hhb_cosm_kj_kmol,NULL,null value,IMPUTED_TO_9.7871415,HHB_IMPUTE_CLASS_MEDIAN
NA,1454,"1,4-BIS(3-AMINOPROPYL)PIPERAZINE","""7209-38-3""",hhb_cosm_kj_kmol,NULL,null value,IMPUTED_TO_4.219936,HHB_IMPUTE_CLASS_FAMILY_MEDIAN
NA,1480,2-AMINODIPHENYL,"""90-41-5""",hhb_cosm_kj_kmol,NULL,null value,IMPUTED_TO_5.580618,HHB_IMPUTE_CLASS_FAMILY_MEDIAN
NA,1706,TETRAETHYLENE GLYCOL MONOETHYL ETHER,"""5650-20-4""",hhb_cosm_kj_kmol,NULL,null value,IMPUTED_TO_5.2321045,HHB_IMPUTE_CLASS_FAMILY_MEDIAN
NA,1711,3-HYDROXYBUTYROLACTONE,"""7331-52-4""",hhb_cosm_kj_kmol,NULL,null value,IMPUTED_TO_0.863232,HHB_IMPUTE_CLASS_FAMILY_MEDIAN
NA,1714,4-((2-HYDROXYETHOXY)CARBONYL) BENZOIC ACID,"""1137-99-1""",hhb_cosm_kj_kmol,NULL,null value,IMPUTED_TO_18.583367,HHB_IMPUTE_CLASS_FAMILY_MEDIAN
NA,1715,"1,4-BENZENEDICARBOXYLIC ACID, 2-HYDROXYETHYL METHYL ESTER","""3645-00-9""",hhb_cosm_kj_kmol,NULL,null value,IMPUTED_TO_0.863232,HHB_IMPUTE_CLASS_FAMILY_MEDIAN
NA,1718,METHYL RICINOLEATE,"""141-24-2""",hhb_cosm_kj_kmol,NULL,null value,IMPUTED_TO_0.863232,HHB_IMPUTE_CLASS_FAMILY_MEDIAN
SA,0,ETHANOL,"""64-17-5""",dippr_chemid,EXTREME_QUANTILE,value 1102.0 < q01 1102.52,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
SA,52,UNDECYLAMINE,"""7307-55-3""",dippr_chemid,EXTREME_QUANTILE,value 3724.0 > q99 3402.639999999998,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
SA,21,1-EICOSANOL,"""629-96-9""",molcecular_weight,EXTREME_QUANTILE,value 298.54688 > q99 283.9592367999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
SA,29,METHYLAMINE,"""74-89-5""",molcecular_weight,EXTREME_QUANTILE,value 31.0571 < q01 38.3509216,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
SA,21,1-EICOSANOL,"""629-96-9""",tc_k,EXTREME_QUANTILE,value 807.7 > q99 799.536,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
SA,29,METHYLAMINE,"""74-89-5""",tc_k,EXTREME_QUANTILE,value 430.05 < q01 433.76800000000003,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
SA,21,1-EICOSANOL,"""629-96-9""",pc_bar,EXTREME_QUANTILE,value 11.54 < q01 12.2732,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
SA,29,METHYLAMINE,"""74-89-5""",pc_bar,EXTREME_QUANTILE,value 74.6 > q99 67.72039999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
SA,41,tert-BUTYLAMINE,"""75-64-9""",omega,EXTREME_QUANTILE,value 0.274841 < q01 0.27539844,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
SA,44,n-HEPTADECANOIC ACID,"""506-12-7""",omega,EXTREME_QUANTILE,value 1.01866 > q99 1.00474688,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
SA,6,1-PENTANOL,"""71-41-0""",hhb_cosm_kj_kmol,EXTREME_QUANTILE,value 15.191925 > q99 15.12519496,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
SA,42,DI-n-BUTYLAMINE,"""111-92-2""",hhb_cosm_kj_kmol,EXTREME_QUANTILE,value 1.061749 < q01 1.14690264,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
SA,40,sec-BUTYLAMINE,"""13952-84-6""",m,EXTREME_QUANTILE,value 3.01016 < q01 3.0391396,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
SA,44,n-HEPTADECANOIC ACID,"""506-12-7""",m,EXTREME_QUANTILE,value 8.68027 > q99 8.6476764,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
SA,0,ETHANOL,"""64-17-5""",sigma,EXTREME_QUANTILE,value 2.30916 < q01 2.3711128,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
SA,21,1-EICOSANOL,"""629-96-9""",sigma,EXTREME_QUANTILE,value 4.10059 > q99 4.0732432,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
SA,2,ISOPROPANOL,"""67-63-0""",epsilonk_k,EXTREME_QUANTILE,value 177.874 < q01 178.04144000000002,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
SA,23,ACETIC ACID,"""64-19-7""",epsilonk_k,EXTREME_QUANTILE,value 284.056 > q99 280.16483999999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
SA,1,1-PROPANOL,"""71-23-8""",errPsat_%,EXTREME_QUANTILE,value 0.204437238 < q01 0.204909624824,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
SA,7,2-METHYL-2-BUTANOL,"""75-85-4""",errPsat_%,EXTREME_QUANTILE,value 3.6421235579 > q99 3.099289341351997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
SA,13,1-DECANOL,"""112-30-1""",errvLsat_%,EXTREME_QUANTILE,value 0.115814835 < q01 0.144221192044,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
SA,23,ACETIC ACID,"""64-19-7""",errvLsat_%,EXTREME_QUANTILE,value 2.9799739679 > q99 2.8697220490839994,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
SA,7,2-METHYL-2-BUTANOL,"""75-85-4""",errΔvapH_%,EXTREME_QUANTILE,value 10.330119223 > q99 10.183185860424,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
SA,23,ACETIC ACID,"""64-19-7""",errcpLsat_%,EXTREME_QUANTILE,value 30.148848753 > q99 24.23857469723596,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
SA,34,n-PROPYLAMINE,"""107-10-8""",errcpLsat_%,EXTREME_QUANTILE,value 0.3151775114 < q01 0.5701018590520001,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
SA,50,n-DODECYLAMINE,"""124-22-1""",Area_HD,EXTREME_QUANTILE,value 0.0 < q01 0.00052830206,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
SA,52,UNDECYLAMINE,"""7307-55-3""",Area_HD,EXTREME_QUANTILE,value 0.0284365684 > q99 0.020803763583999955,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
SA,21,1-EICOSANOL,"""629-96-9""",Area_NA,EXTREME_QUANTILE,value 0.4323032421 > q99 0.41135666278399985,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
SA,29,METHYLAMINE,"""74-89-5""",Area_NA,EXTREME_QUANTILE,value 0.0584244036 < q01 0.06291310558400001,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
SA,50,n-DODECYLAMINE,"""124-22-1""",Area_HA,EXTREME_QUANTILE,value 0.002875551 < q01 0.004540427668,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
SA,52,UNDECYLAMINE,"""7307-55-3""",Area_HA,EXTREME_QUANTILE,value 0.0364691159 > q99 0.03280587408399998,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
SA,21,1-EICOSANOL,"""629-96-9""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.4507368285 > q99 0.42985629869999986,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
SA,29,METHYLAMINE,"""74-89-5""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.0731780274 < q01 0.08156505732399999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
